Timestamp,Build Up,Trend,Time,Vega,Theta,Gamma,Delta,IV Chg%,IV Chg,IV,OI Chg%,OI Chg,OI,Volume Chg %,Volume Chg,Volume,Int Val,Ext Val,OH/OL,LTP Chg %,LTP Chg,LTP,VWAP,Bid,Ask,Strike Price,PE-CE OI,PE-CE OI Chg,Bid,Ask,VWAP,LTP,LTP Chg,LTP Chg %,OH/OL,Int Val,Ext Val,Volume,Volume Chg,Volume Chg %,OI,OI Chg,OI Chg%,IV,IV Chg,IV Chg%,Delta,Gamma,Theta,Vega,PCR-OI,PCR-OI Chg,PCR-Vol,Time,Trend,Build Up
09:16,-,-,03-Jun-2025 09:15:59,8.4818,-198.9995,0.0004,0.4126,54.75,16.60,46.92,0.00,,"2,65,520",-97.64,"-1,06,07,120","2,56,600",-,302.65,-,18.99,48.30,302.65,358.00,302.15,304.90,81900,-240120,,542.65,554.20,525.64,554.15,-341.80,-38.15,-,232.47,321.68,"47,800","-1,15,380",-70.71,"25,400",,0.00,49.16,19.59,66.25,-0.5832,0.0004,-208.9824,8.5013,0.10,null,0.19,03-Jun-2025 09:15:59,-,-
09:16,-,-,03-Jun-2025 09:15:59,8.2646,-194.5274,0.0004,0.3755,56.85,17.06,47.07,0.00,,"10,77,220",-98.18,"-3,94,31,060","7,31,480",-,265.00,-,20.05,44.25,265.00,311.79,262.50,264.85,82000,-981160,,611.45,616.30,579.67,611.40,-342.50,-35.91,-,332.47,278.93,"54,120","-7,59,660",-93.35,"96,060",,0.00,48.76,20.14,70.37,-0.6201,0.0004,-202.1960,8.2940,0.09,null,0.07,03-Jun-2025 09:15:59,-,-
09:16,-,-,03-Jun-2025 09:15:59,7.9517,-183.9755,0.0004,0.3366,57.81,16.95,46.27,0.00,,"1,95,000",-98.08,"-1,14,04,900","2,22,900",-,223.35,-,20.7,38.30,223.35,265.41,220.00,223.40,82100,-184080,,659.50,672.40,630.23,665.80,-352.75,-34.63,-,432.47,233.33,"15,360","-34,440",-69.16,"10,920",,0.00,47.53,19.66,70.54,-0.6592,0.0004,-189.8547,7.9897,0.06,null,0.07,03-Jun-2025 09:15:59,-,-
09:16,-,-,03-Jun-2025 09:15:59,7.5568,-172.0683,0.0003,0.2984,57.47,16.62,45.54,0.00,,"2,59,740",-97.67,"-1,41,50,400","3,37,240",-,186.35,-,18.96,29.70,186.35,226.16,186.50,187.75,82200,-248260,,724.75,739.30,679.07,734.50,-354.55,-32.56,-,532.47,202.03,"9,340","-43,140",-82.20,"11,480",,0.00,47.60,20.32,74.49,-0.6934,0.0003,-182.0543,7.6490,0.04,null,0.03,03-Jun-2025 09:15:59,-,-
09:16,-,-,03-Jun-2025 09:15:59,7.0901,-159.1634,0.0003,0.2617,58.71,16.61,44.90,0.00,,"2,27,680",-97.83,"-1,53,25,400","3,39,640",-,154.05,-,19.79,25.45,154.05,188.52,153.30,154.25,82300,-218860,,775.35,795.25,747.85,786.15,-366.10,-31.77,-,632.47,153.68,"9,180","-21,920",-70.48,"8,820",,0.00,44.85,19.15,74.51,-0.7386,0.0003,-158.9016,7.0866,0.04,null,0.03,03-Jun-2025 09:15:59,-,-
09:16,-,-,03-Jun-2025 09:15:59,6.5270,-143.2349,0.0003,0.2246,59.89,16.44,43.89,0.00,,"3,00,520",-97.89,"-1,50,94,300","3,25,640",-,123.25,-,21.25,21.60,123.25,155.04,121.95,123.25,82400,-292880,,844.85,889.15,828.48,860.65,-381.70,-30.72,-,732.47,128.18,"5,240","-23,480",-81.75,"7,640",,0.00,44.64,18.36,69.86,-0.7715,0.0003,-147.1093,6.5907,0.03,null,0.02,03-Jun-2025 09:15:59,-,-
09:16,-,-,03-Jun-2025 09:15:59,5.9417,-128.6566,0.0003,0.1916,61.85,16.55,43.31,0.00,,"10,80,660",-98.07,"-4,45,64,360","8,76,220",-,99.15,-,24.09,19.25,99.15,124.26,99.10,99.45,82500,-1044460,,939.65,960.30,901.75,934.05,-384.55,-29.16,-,832.47,101.58,"11,300","-1,20,200",-91.41,"36,200",,0.00,43.71,18.51,73.45,-0.8062,0.0003,-130.7992,5.9844,0.03,null,0.01,03-Jun-2025 09:15:59,-,-
09:16,-,-,03-Jun-2025 09:15:59,5.3180,-113.5237,0.0003,0.1608,63.25,16.54,42.69,0.00,,"2,70,220",-97.37,"-1,71,57,300","4,63,920",-,78.40,-,26.25,16.30,78.40,99.94,77.45,78.55,82600,-266800,,1010.40,1034.20,958.27,"1,018.10",-389.15,-27.65,-,932.47,85.63,"2,900","-2,020",-41.06,"3,420",,0.00,44.03,18.83,74.72,-0.8316,0.0003,-120.6211,5.4787,0.01,null,0.01,03-Jun-2025 09:15:59,-,-
09:16,-,-,03-Jun-2025 09:15:59,4.6712,-98.2129,0.0002,0.1326,64.13,16.43,42.05,0.00,,"3,19,380",-97.74,"-1,98,65,340","4,59,880",-,60.80,-,27.33,13.05,60.80,78.85,61.15,61.60,82700,-315780,,1087.00,1110.45,1022.05,"1,056.80",-432.10,-29.02,-,1032.47,24.33,"1,500","-4,380",-74.49,"3,600",,0.00,32.79,8.92,37.37,-0.9239,0.0002,-51.1283,3.1183,0.01,null,0.00,03-Jun-2025 09:15:59,-,-
09:17,-,-,03-Jun-2025 09:16:59,6.1331,-174.9993,0.0002,0.7966,86.44,26.46,57.07,0.00,,"13,400",-99.04,"-6,06,420","5,860",1011.05,142.20,-,10.15,106.30,"1,153.25",1263.49,1124.25,1147.60,80400,265160,,140.65,141.85,108.03,140.80,-34.95,-19.89,-,-,140.80,"4,83,420","-1,20,03,360",-96.13,"2,78,560",,0.00,56.84,28.02,97.22,-0.2025,0.0002,-173.8244,6.1164,20.79,null,82.49,03-Jun-2025 09:16:59,-,-
09:17,-,-,03-Jun-2025 09:16:59,6.4156,-176.8886,0.0002,0.7804,79.61,24.44,55.14,0.00,,"57,400",-99,"-31,18,960","31,580",911.05,151.70,-,8.96,87.35,"1,062.75",1216.48,1074.60,1086.60,80500,594000,,161.30,162.85,120.23,162.05,-43.60,-21.2,-,-,162.05,"12,83,900","-2,63,08,040",-95.35,"6,51,400",,0.00,56.74,27.63,94.92,-0.2260,0.0002,-185.0145,6.5211,11.35,null,40.66,03-Jun-2025 09:16:59,-,-
09:17,-,-,03-Jun-2025 09:16:59,7.0140,-205.9052,0.0003,0.7415,94.53,28.53,58.71,0.00,,"61,720",-99.76,"-27,60,420","6,740",811.05,200.10,-,12.66,113.60,"1,011.15",1120.59,993.00,1010.70,80600,185220,,197.05,198.10,143.15,198.95,-40.10,-16.77,-,-,198.95,"6,05,780","-1,25,83,640",-95.41,"2,46,940",,0.00,58.55,29.14,99.08,-0.2579,0.0003,-205.0939,7.0059,4.00,null,89.88,03-Jun-2025 09:16:59,-,-
09:17,-,-,03-Jun-2025 09:16:59,7.3171,-210.8785,0.0003,0.7187,86.42,26.72,57.64,0.00,,"1,56,880",-99.9,"-79,65,740","7,900",711.05,219.90,-,10.65,89.60,930.95,1037.48,929.20,946.35,80700,101080,,227.50,230.00,171.54,228.55,-45.25,-16.53,-,-,228.55,"5,46,340","-1,50,99,980",-96.51,"2,57,960",,0.00,58.82,29.22,98.72,-0.2851,0.0003,-216.5866,7.3646,1.64,null,69.16,03-Jun-2025 09:16:59,-,-
09:17,-,-,03-Jun-2025 09:16:59,7.6942,-228.2955,0.0003,0.6860,95.07,28.92,59.34,0.00,,"1,73,440",-99.62,"-1,25,36,300","47,780",611.05,263.00,-,13.68,105.15,874.05,990.06,867.85,880.75,80800,249660,,261.75,263.80,191.15,262.30,-48.50,-15.6,-,-,262.30,"5,56,580","-2,00,07,540",-97.29,"4,23,100",,0.00,59.25,29.52,99.29,-0.3138,0.0003,-227.8659,7.6915,2.44,null,11.65,03-Jun-2025 09:16:59,-,-
09:17,-,-,03-Jun-2025 09:16:59,7.9555,-233.9365,0.0003,0.6590,88.68,27.64,58.81,0.00,,"67,500",-99.78,"-99,37,160","22,380",511.05,292.15,-,11.66,83.85,803.20,918.61,793.35,803.15,80900,181660,,298.20,300.60,225.27,302.25,-53.90,-15.13,-,-,302.25,"4,18,080","-1,16,25,200",-96.53,"2,49,160",,0.00,60.08,29.89,99.01,-0.3440,0.0003,-239.7848,7.9824,3.69,null,18.68,03-Jun-2025 09:16:59,-,-
09:17,-,-,03-Jun-2025 09:16:59,8.2059,-245.5290,0.0003,0.6276,94.10,29.01,59.84,0.00,,"4,90,940",-99.42,"-2,56,49,020","1,50,020",411.05,336.75,-,14.16,92.75,747.80,833.73,747.90,754.65,81000,352180,,329.10,332.55,252.75,329.10,-70.25,-17.59,-,-,329.10,"10,53,740","-2,36,19,160",-95.73,"8,43,120",,0.00,58.91,28.60,94.36,-0.3706,0.0003,-241.3125,8.1927,1.72,null,7.02,03-Jun-2025 09:16:59,-,-
09:17,-,-,03-Jun-2025 09:16:59,8.3913,-251.7120,0.0003,0.5977,93.39,28.97,59.99,0.00,,"1,83,940",-99.47,"-1,31,41,220","70,160",311.05,377.35,-,14.22,85.70,688.40,767.77,682.40,687.60,81100,11000,,378.25,381.20,297.50,378.50,-65.75,-14.8,-,-,378.50,"4,50,720","-90,77,220",-95.27,"1,94,940",,0.00,60.13,29.78,98.12,-0.4025,0.0003,-252.3198,8.3924,1.06,null,6.42,03-Jun-2025 09:16:59,-,-
09:17,-,-,03-Jun-2025 09:16:59,8.5302,-258.9801,0.0003,0.5669,97.27,29.94,60.72,0.00,,"3,07,340",-98.92,"-1,94,30,180","2,13,100",211.05,425.90,-,16.66,90.95,636.95,710.96,632.80,636.00,81200,31180,,421.15,424.10,324.93,424.10,-59.35,-12.28,-,-,424.10,"5,04,260","-1,15,25,780",-95.81,"3,38,520",,0.00,60.51,30.64,102.58,-0.4329,0.0003,-258.0569,8.5295,1.10,null,2.37,03-Jun-2025 09:16:59,-,-
09:17,-,-,03-Jun-2025 09:16:59,8.6149,-259.8024,0.0003,0.5370,96.58,29.63,60.31,0.00,,"3,24,740",-97.96,"-1,84,11,460","3,83,460",111.05,467.85,-,17.01,84.15,578.90,652.20,577.30,581.30,81300,-14260,,465.20,467.95,371.07,464.95,-71.30,-13.3,-,-,464.95,"5,55,200","-99,48,760",-94.71,"3,10,480",,0.00,59.98,29.96,99.80,-0.4628,0.0003,-258.3419,8.6146,0.96,null,1.45,03-Jun-2025 09:16:59,-,-
09:17,-,-,03-Jun-2025 09:16:59,8.6511,-253.9632,0.0003,0.5066,90.68,27.92,58.71,0.00,,"3,24,800",-96.92,"-1,64,49,000","5,22,140",11.05,502.45,-,14.1,63.45,513.50,582.53,510.80,513.55,81400,8720,,513.40,516.05,420.28,513.40,-74.65,-12.69,-,-,513.40,"6,58,480","-57,85,320",-89.78,"3,33,520",,0.00,59.98,30.07,100.53,-0.4934,0.0003,-259.4383,8.6511,1.03,null,1.26,03-Jun-2025 09:16:59,-,-
09:17,-,-,03-Jun-2025 09:16:59,8.6367,-260.3766,0.0003,0.4761,96.99,29.69,60.30,0.00,,"11,30,620",-96.64,"-3,10,65,480","10,78,880",-,478.70,-,18.64,75.20,478.70,531.26,478.65,480.20,81500,-264660,,555.30,559.40,453.00,559.45,-90.55,-13.93,-,88.95,470.50,"13,05,600","-47,85,120",-78.56,"8,65,960",,0.00,59.35,29.12,96.33,-0.5244,0.0003,-256.2576,8.6361,0.77,null,1.21,03-Jun-2025 09:16:59,-,-
09:17,-,-,03-Jun-2025 09:16:59,8.5710,-256.5475,0.0003,0.4454,93.16,28.87,59.86,0.00,,"3,66,640",-93.49,"-1,18,48,380","8,25,620",-,429.55,-,16.38,60.45,429.55,470.83,427.90,429.30,81600,-248240,,620.00,623.80,491.26,623.60,-86.35,-12.16,-,188.95,434.65,"6,81,440","-6,30,060",-48.04,"1,18,400",,0.00,60.46,30.21,99.87,-0.5540,0.0003,-259.1506,8.5728,0.32,null,0.83,03-Jun-2025 09:16:59,-,-
09:17,-,-,03-Jun-2025 09:16:59,8.4572,-253.8150,0.0003,0.4154,96.21,29.43,60.02,0.00,,"3,21,840",-89.82,"-1,04,36,840","11,83,120",-,388.50,-,19.54,63.50,388.50,419.82,387.70,389.45,81700,-242640,,677.65,680.00,524.36,682.70,-80.30,-10.52,-,288.95,393.75,"6,70,660","69,460",11.55,"79,200",,0.00,60.64,30.98,104.45,-0.5836,0.0003,-256.5674,8.4614,0.25,null,0.57,03-Jun-2025 09:16:59,-,-
09:17,-,-,03-Jun-2025 09:16:59,8.2935,-248.1252,0.0003,0.3855,94.98,29.15,59.84,0.00,,"3,55,620",-93.37,"-1,17,56,480","8,34,640",-,347.50,-,19.03,55.55,347.50,378.12,345.50,347.45,81800,-302920,,734.75,741.45,557.18,743.60,-85.90,-10.36,-,388.95,354.65,"3,64,600","-73,760",-16.83,"52,700",,0.00,60.70,30.99,104.31,-0.6128,0.0003,-252.0150,8.3039,0.15,null,0.44,03-Jun-2025 09:16:59,-,-
09:17,-,-,03-Jun-2025 09:16:59,8.0541,-234.3235,0.0003,0.3525,91.92,27.87,58.19,0.00,,"2,65,520",-94.52,"-1,02,68,480","5,95,240",-,297.70,-,17.04,43.35,297.70,330.13,293.95,295.45,81900,-240120,,797.15,803.40,615.36,803.60,-92.35,-10.31,-,488.95,314.65,"1,06,380","-56,800",-34.81,"25,400",,0.00,60.29,30.72,103.89,-0.6424,0.0003,-244.0186,8.0953,0.10,null,0.18,03-Jun-2025 09:16:59,-,-
09:17,-,-,03-Jun-2025 09:16:59,7.8024,-228.2227,0.0003,0.3247,94.94,28.49,58.50,0.00,,"10,77,220",-96.46,"-3,87,39,840","14,22,700",-,266.90,-,20.91,46.15,266.90,290.96,265.45,267.00,82000,-981160,,839.25,855.20,689.21,844.75,-109.15,-11.44,-,588.95,255.80,"1,41,940","-6,71,840",-82.56,"96,060",,0.00,57.07,28.45,99.41,-0.6796,0.0003,-221.4561,7.7603,0.09,null,0.10,03-Jun-2025 09:16:59,-,-
09:17,-,-,03-Jun-2025 09:16:59,7.4528,-212.8051,0.0003,0.2924,94.78,27.79,57.11,0.00,,"1,95,000",-95.84,"-1,11,44,100","4,83,700",-,225.95,-,22.1,40.90,225.95,246.58,225.00,226.55,82100,-184080,,914.50,931.40,735.01,921.65,-96.90,-9.51,-,688.95,232.70,"32,160","-17,640",-35.42,"10,920",,0.00,58.01,30.14,108.14,-0.7046,0.0003,-217.1993,7.4882,0.06,null,0.07,03-Jun-2025 09:16:59,-,-
09:17,-,-,03-Jun-2025 09:16:59,7.0617,-198.2128,0.0003,0.2619,94.12,27.22,56.14,0.00,,"2,59,740",-95.1,"-1,37,78,000","7,09,640",-,191.70,-,22.37,35.05,191.70,209.64,190.90,192.40,82200,-248260,,981.20,995.75,793.29,995.00,-94.05,-8.64,-,788.95,206.05,"18,980","-33,500",-63.83,"11,480",,0.00,58.16,30.88,113.20,-0.7306,0.0003,-208.2675,7.1625,0.04,null,0.03,03-Jun-2025 09:16:59,-,-
09:17,-,-,03-Jun-2025 09:16:59,6.6180,-182.4113,0.0003,0.2320,94.87,26.84,55.13,0.00,,"2,27,680",-95.47,"-1,49,55,680","7,09,360",-,160.55,-,24.84,31.95,160.55,174.90,159.30,160.40,82300,-218860,,1047.30,1062.25,818.85,"1,064.85",-87.40,-7.59,-,888.95,175.90,"14,680","-16,420",-52.80,"8,820",,0.00,57.42,31.72,123.42,-0.7588,0.0003,-194.1148,6.7612,0.04,null,0.02,03-Jun-2025 09:16:59,-,-
09:17,-,-,03-Jun-2025 09:16:59,6.0136,-158.4664,0.0002,0.1968,91.99,25.25,52.70,0.00,,"3,00,520",-95.74,"-1,47,63,160","6,56,780",-,124.20,-,22.18,22.55,124.20,143.10,124.10,125.35,82400,-292880,,1121.90,1137.90,912.93,"1,112.00",-130.35,-10.49,-,988.95,123.05,"9,880","-18,840",-65.60,"7,640",,0.00,52.51,26.23,99.81,-0.8040,0.0002,-157.4646,5.9974,0.03,null,0.02,03-Jun-2025 09:16:59,-,-
09:18,-,-,03-Jun-2025 09:17:59,6.4805,-196.7974,0.0002,0.7758,98.43,30.13,60.74,0.00,,"13,400",-98.48,"-6,03,000","9,280",980.20,171.45,-,10,104.70,"1,151.65",1200.14,1132.10,1145.10,80400,265160,,138.30,139.20,127.05,138.40,-37.35,-21.25,-,-,138.40,"7,35,560","-1,17,51,220",-94.11,"2,78,560",,0.00,55.50,26.68,92.57,-0.2038,0.0002,-170.1110,6.1303,20.79,null,79.26,03-Jun-2025 09:17:59,-,-
09:18,-,-,03-Jun-2025 09:17:59,6.8180,-204.9769,0.0002,0.7542,95.86,29.43,60.13,0.00,,"57,400",-98.77,"-31,11,660","38,880",880.20,191.40,-,9.86,96.20,"1,071.60",1180.51,1054.20,1069.65,80500,594000,,164.30,165.35,139.58,165.15,-40.50,-19.69,-,-,165.15,"17,45,500","-2,58,46,440",-93.67,"6,51,400",,0.00,56.22,27.11,93.13,-0.2313,0.0003,-185.3673,6.5948,11.35,null,44.89,03-Jun-2025 09:17:59,-,-
09:18,-,-,03-Jun-2025 09:17:59,7.0980,-207.6788,0.0003,0.7345,93.90,28.34,58.52,0.00,,"61,720",-99.67,"-27,57,960","9,200",780.20,206.25,-,9.9,88.90,986.45,1077.11,979.25,996.25,80600,185220,,191.55,193.10,165.04,191.35,-47.70,-19.95,-,-,191.35,"8,27,140","-1,23,62,280",-93.73,"2,46,940",,0.00,56.40,26.99,91.77,-0.2580,0.0003,-197.2701,6.9950,4.00,null,89.91,03-Jun-2025 09:17:59,-,-
09:18,-,-,03-Jun-2025 09:17:59,7.5179,-228.5872,0.0003,0.7009,96.67,29.89,60.81,0.00,,"1,56,880",-99.88,"-79,63,940","9,700",680.20,251.80,-,10.77,90.65,932.00,1008.57,916.80,930.15,80700,101080,,224.40,225.75,197.10,224.10,-49.70,-18.15,-,-,224.10,"7,65,040","-1,48,81,280",-95.11,"2,57,960",,0.00,57.09,27.49,92.87,-0.2877,0.0003,-210.7683,7.3832,1.64,null,78.87,03-Jun-2025 09:17:59,-,-
09:18,-,-,03-Jun-2025 09:17:59,7.7918,-234.9732,0.0003,0.6751,98.26,29.89,60.31,0.00,,"1,73,440",-99.54,"-1,25,26,620","57,460",580.20,279.75,-,11.84,91.05,859.95,962.87,854.85,864.50,80800,249660,,258.00,260.35,222.66,260.80,-50.00,-16.09,-,-,260.80,"7,99,060","-1,97,65,060",-96.11,"4,23,100",,0.00,57.87,28.14,94.65,-0.3183,0.0003,-223.5354,7.7253,2.44,null,13.91,03-Jun-2025 09:17:59,-,-
09:18,-,-,03-Jun-2025 09:17:59,8.0662,-248.0101,0.0003,0.6443,97.27,30.32,61.49,0.00,,"67,500",-99.7,"-99,29,600","29,940",480.20,323.75,-,11.76,84.60,803.95,878.46,792.80,801.45,80900,181660,,293.60,296.30,255.47,294.05,-62.10,-17.44,-,-,294.05,"5,67,080","-1,14,76,200",-95.29,"2,49,160",,0.00,57.80,27.61,91.45,-0.3473,0.0003,-231.0937,7.9968,3.69,null,18.94,03-Jun-2025 09:17:59,-,-
09:18,-,-,03-Jun-2025 09:17:59,8.2658,-252.1928,0.0003,0.6166,97.92,30.19,61.02,0.00,,"4,90,940",-99.2,"-2,55,92,100","2,06,940",380.20,357.45,-,12.61,82.60,737.65,799.78,730.70,736.10,81000,352180,,331.25,334.85,291.43,334.85,-64.50,-16.15,-,-,334.85,"15,00,960","-2,31,71,940",-93.92,"8,43,120",,0.00,58.28,27.97,92.28,-0.3784,0.0003,-239.9091,8.2328,1.72,null,7.25,03-Jun-2025 09:17:59,-,-
09:18,-,-,03-Jun-2025 09:17:59,8.4239,-253.1044,0.0003,0.5885,93.71,29.07,60.09,0.00,,"1,83,940",-99.23,"-1,31,10,280","1,01,100",280.20,390.05,-,11.21,67.55,670.25,732.02,665.50,669.05,81100,11000,,369.15,372.40,338.06,368.30,-75.95,-17.1,-,-,368.30,"6,61,160","-88,66,780",-93.06,"1,94,940",,0.00,57.51,27.16,89.49,-0.4078,0.0003,-241.7011,8.4059,1.06,null,6.54,03-Jun-2025 09:17:59,-,-
09:18,-,-,03-Jun-2025 09:17:59,8.5458,-257.9489,0.0003,0.5581,96.13,29.59,60.37,0.00,,"3,07,340",-98.48,"-1,93,45,020","2,98,260",180.20,435.70,-,12.8,69.90,615.90,679.46,614.30,617.35,81200,31180,,416.65,419.10,374.23,418.75,-64.70,-13.38,-,-,418.75,"7,53,960","-1,12,76,080",-93.73,"3,38,520",,0.00,58.38,28.51,95.45,-0.4402,0.0003,-249.3075,8.5401,1.10,null,2.53,03-Jun-2025 09:17:59,-,-
